code,brand,product_name,ingredients_text,countries_tags,quantity,source_url,image_url,data_source
2000000152357,Origins,GinZing Glow-Boosting Gel Moisturizer,"Water\aqua\eau, butylene glycol, dicaprylyl carbonate, glycerin, panax ginseng (ginseng) root extract, citrus grandis (grapefruit) peel oil*, citrus limon (lemon) peel oil*, citrus aurantium dulcis (orange) peel oil*, mentha viridis, (spearmint) leaf oil*, citral, limonene, linalool, squalane, butyrospermum parkii (shea) buer, cucumis sativus (cucumber) fruit extract, simmondsia chinensis (jojoba) butter, sodium hyaluronate, helianthus annuus (sunflower) seed extract, sodium pca, caffeine, tocopheryl acetate, linoleic acid, hordeum vulgare (barley) extract\extrait d’orge, caprylyl glycol, trehalose, carbomer, ammonium acryloyldimethyltaurate/vp copolymer, sodium hydroxide, hydroxyacetophenone, phenoxyethanol, mica, titanium dioxide (ci 77891), iron oxides (ci 77491), iron oxides (ci 77492)",en:canada,1.7 fl. oz,https://world.openbeautyfacts.org/product/2000000152357,https://images.openbeautyfacts.org/images/products/200/000/015/2357/front_en.3.400.jpg,open_beauty_facts
0717334221499,Origins,Modern Friction Cleansing Oil with Radiance-Boosting White &amp; Purple Rice,"Glycereth-26, Glycine Soja (Soybean) Oil, PEG-25 Glyceryl Trioleate, Polysorbate 85, PEG-12 Diisostearate, Citrus Limon (Lemon) Peel Oil*, Citrus Aurantium Dulcis (Orange) Peel Oil*, Citrus Grandis (Grapefruit) Peel Oil*, Mentha Viridis (Spearmint) Leaf Oil*, Citrus Aurantium Bergamia (Bergamot) Fruit Oil*, Ricinus Communis (Castor) Seed Oil, Cucumis Sativus (Cucumber) Fruit Extract, Cinnamomum Camphora (Camphor) Leaf Extract, Limonene, Linalool, Citral, Sorbitan Trioleate, Oryza Sativa (Rice) Bran Oil, Oryza Sativa (Rice) Extract, Butylene Glycol, Tocopheryl Acetate, Benzophenone-4, Tocopherol, Dextrin, Water\Aqua\Eau, Yellow 5 (Ci 19140), Red 33 (Ci 17200), Ext. Violet 2 (Ci 60730) .",en:united-states,,https://world.openbeautyfacts.org/product/0717334221499,https://images.openbeautyfacts.org/images/products/071/733/422/1499/front_en.3.400.jpg,open_beauty_facts
0885302032887,Origins,Dr. Andrew WEIL for Origins Mega-Mushroom Skin Relief Micellar Cleanser,"Water\Aqua\Eau , Butylene Glycol , Glycerin , Citrus Aurantium Dulcis (Orange) Oil*, Lavandula Angustifolia (Lavender) Oil*, Pogostemon Cablin Oil*, Citrus Nobilis (Mandarin Orange) Peel Oil*, Pelargonium Graveolens Flower Oil*, Boswellia Carterii (Olibanum) Oil**, Limonene , Vaccinium Macrocarpon (Cranberry) Fruit Extract , Vaccinium Angustifolium (Blueberry) Fruit Extract , Lycium Chinense (Wolfberry) Fruit Extract , Fuscoporia Obliqua Extract , Curcuma Longa (Turmeric) Root Extract , Silybum Marianum Fruit Extract , Ocimum Sanctum Leaf Extract , Cordyceps Sinensis Extract , Ganoderma Lucidum (Mushroom) Extract , Trehalose , Zingiber Officinale (Ginger) Root Extract , Helianthus Annuus (Sunflower) Seed Oil , Hypnea Musciformis (Algae) Extract , Cucumis Sativus (Cucumber) Fruit Extract , Polysorbate 20 , Gellidiela Acerosa (Algae) Extract , Sodium Methyl Cocoyl Taurate , Sodium Hyaluronate , Yeast Extract\Faex\Extrait De Levure , Cetrimonium Chloride , Citric Acid , Cellulose , Sodium Citrate , Sodium Phytate , Phenoxyethanol *Organic Essential Oils: Organic Orange Oil, Organic Mandarin Oil, Organic Patchouli Oil, Organic Geranium Oil, Organic Lavender Oil** Essential Oil.",en:united-states,,https://world.openbeautyfacts.org/product/0885302032887,https://images.openbeautyfacts.org/images/products/088/530/203/2887/front_en.3.400.jpg,open_beauty_facts
0701853046145,Origins,Travel Size Checks and Balances Frothy Face Wash,"Water\Aqua\Eau, Lavandula Angustifolia (Lavender) Flower Water, Myristic Acid, Glycerin, Behenic Acid, Sodium Methyl Cocoyl Taurate, Palmitic Acid, Potassium Hydroxide, Lauric Acid, Stearic Acid, Anthemis Nobilis Flower Oil *, Mentha Viridis (Spearmint) Leaf Oil*, Pelargonium Graveolens Flower Oil*, Lavandula Hybrida Oil*, Citrus Aurantium Bergamia (Bergamot) Fruit Oil*, Styrax Benzoin Gum, Linalool, Peg-3 Distearate, Tourmaline, Laminaria Saccharina Extract, Hydrolyzed Wheat Protein, Cetearyl Alcohol, Polyquaternium-7, Butylene Glycol, Disodium Edta, Methylchloroisothiazolinone, Methylisothiazolinone.",en:united-states,,https://world.openbeautyfacts.org/product/0701853046145,https://images.openbeautyfacts.org/images/products/070/185/304/6145/front_en.3.400.jpg,open_beauty_facts
0717334136052,Origins,A Perfect World Antioxidant Cleanser with White Tea,"Water\Aqua\Eau, Rosa Damascena (Rose) Flower Water, Sodium Laureth Sulfate, Glycerin, Disodium Cocoamphodiacetate, Glycol Distearate, Acrylates Copolymer, Cocamide Mea, Citrus Aurantium Bergamia (Bergamot) Fruit Oil*, Citrus Medica Limonum (Lemon) Peel Oil*, Citrus Aurantium Dulcis (Sweet Orange) Oil*, Cinnamomum Camphora (Shiu) Bark Oil*, Mentha Viridis (Spearmint) Leaf Oil*, Vetiveria Zizanoides (Vetiver) Root Oil*, Plumeria Alba (Frangipani) Flower Extract, Magnolia Acuminata Flower Extract, Iris Pallida (Orris) Root Extract, Rosa Damascena (Rose) Extract, Linalool, Limonene, Camellia Sinensis (White Tea) Leaf Extract, Aloe Barbadensis Leaf Juice, Polysorbate 20, Laureth-2, Dipotassium Glycyrrhizate, Sodium Lauroyl Oat Amino Acids, Sodium Sulfate, Hydroxypropyl Methylcellulose, Sodium Chloride, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Edta, Disodium Edta, Trisodium Hedta, Sodium Citrate, Methylchloroisothiazolinone, Methylisothiazolinone, Sodium Benzoate, Sorbic Acid, Potassium Sorbate, Phenoxyethanol, Chlorphenesin.",en:united-states,,https://world.openbeautyfacts.org/product/0717334136052,https://images.openbeautyfacts.org/images/products/071/733/413/6052/front_en.3.400.jpg,open_beauty_facts
0809280158278,fresh,Umbrian Clay Purifying Mask,"Solum Fullonum (Fuller's Earth), Water, Glycerin, Butylene Glycol, Pentylene Glycol, Cocamidopropyl Betaine, Vitis Vinifera (Grape) Seed Oil, Xanthan Gum, Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Parfum (Fragrance), C15-19 Alkane, Polyglyceryl-6 Laurate, Polyglycerin-6, Sorbitan Oleate, Sorbitan Isostearate, Citric Acid, Chlorphenesin, Linalool, Farnesol",en:hong-kong,4 mL,https://world.openbeautyfacts.org/product/0809280158278,https://images.openbeautyfacts.org/images/products/080/928/015/8278/front_en.9.400.jpg,open_beauty_facts
0809280138300,fresh,Travel Size Sugar Strawberry Exfoliating Face Wash,"Glycerin, Sucrose, Butylene Glycol, Fragaria Vesca (Strawberry) Fruit Extract, PEG-6 Caprylic/Capric Glycerides, Ribes Nigrum (Black Currant) Fruit Extract, Zea Mays (Corn) Starch, Vitis Vinifera (Grape) Seed Oil, Fragaria Ananassa (Strawberry) Fruit Juice, Sapindus Mukorossi Peel Extract, Tocopherol, Parfum (Fragrance), Aqua (Water), Carbomer, Sodium Hydroxide, BHT, Potassium Sorbate, Phenoxyethanol, Limonene, Citral, Benzyl Alcohol, Linalool.",en:united-states,,https://world.openbeautyfacts.org/product/0809280138300,https://images.openbeautyfacts.org/images/products/080/928/013/8300/front_en.3.400.jpg,open_beauty_facts
0809280149078,fresh,Travel Size Soy Face Cleanser,"Aqua (Water), Coco-Glucoside, Glycerin, Butylene Glycol, PEG-7 Glyceryl Cocoate, Xanthan Gum, Glycine Soja (Soybean) Oil, Helianthus Annuus (Sunflower) Seed Oil, Borago Officinalis Seed Oil, Aloe Barbadensis Leaf Juice, Cucumis Sativus (Cucumber) Fruit Extract, Rosa Damascena Extract, Rosa Damascena Flower Water, Centaurea Cyanus Flower Extract, Glycine Soja (Soybean) Sterols, Panax Ginseng Root Extract, Rosa Damascena Flower Oil, Malva Sylvestris (Mallow) Flower Extract, Tocopherol, Ascorbyl Palmitate, PEG-120 Methyl Glucose Dioleate, PEG-40 Hydrogenated Castor Oil, Caprylyl Glycol, Polysorbate 20, Caprylic/Capric Triglyceride, Silica, Benzoic Acid, Disodium EDTA, Citric Acid, Behenyl Alcohol, Glyceryl Stearate, Lecithin, Pentylene Glycol, Hydrolyzed Soy Protein, Caramel, Sodium Benzoate, Potassium Sorbate, Phenoxyethanol.",en:united-states,,https://world.openbeautyfacts.org/product/0809280149078,https://images.openbeautyfacts.org/images/products/080/928/014/9078/front_en.3.400.jpg,open_beauty_facts
0856556004111,Drunk Elephant,C-Firma™ Vitamin C Day Serum,"Water/Aqua/Eau, Dimethyl Isosorbide, Ascorbic Acid, Laureth-23, Glycerin, Lactobacillus/Pumpkin Ferment Extract, Sclerocarya Birrea Seed Oil, Dipotassium Glycyrrhizate, Glycyrrhiza Glabra (Licorice) Root Extract, Vitis Vinifera (Grape) Juice Extract, Phyllanthus Emblica Fruit Extract, Camellia Sinensis Leaf Extract, Tocopherol, Lactobacillus/Punica Granatum Fruit Ferment Extract, Sodium Hyaluronate Crosspolymer, Hydrolyzed Quinoa, Phytosterols, Glutamylamidoethyl Imidazole, Hydrolyzed Wheat Protein, Ferulic Acid, Acetyl Glucosamine, Sodium Hyaluronate, Tetrahydrobisdemethoxydiferuloylmethane, Tetrahydrodemethoxydiferuloylmethane, Tetrahydrodiferuloylmethane, Glycine, Leuconostoc/Radish Root Ferment Filtrate, Sucrose, Maltodextrin, Chondrus Crispus Extract, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Isohexadecane, Phenoxyethanol, Caprylhydroxamic Acid, Caprylyl Glycol, Sorbitan Isostearate, Propanediol, Pentylene Glycol, Xanthan Gum, Butylene Glycol, Sodium Hydroxide, Chlorphenesin, Polysorbate 60, Sodium Dehydroacetate, Potassium Sorbate, Sorbic Acid, Ethylhexylglycerin",en:united-states,,https://world.openbeautyfacts.org/product/0856556004111,https://images.openbeautyfacts.org/images/products/085/655/600/4111/front_en.3.400.jpg,open_beauty_facts
0851939002791,First Aid Beauty,Ultra Repair Cream,Active Ingredient: Colloidal Oatmeal 0.50%.,en:united-states,,https://world.openbeautyfacts.org/product/0851939002791,https://images.openbeautyfacts.org/images/products/085/193/900/2791/front_en.3.400.jpg,open_beauty_facts
0815517026746,First Aid Beauty,Pure Skin Deep Cleanser with Red Clay,"Aqua / Water / Eau, Sodium Lauroyl Sarcosinate, Cocamidopropyl Betaine, Glycerin, Acrylates/Steareth-20 Methacrylate Copolymer, Peg-120 Methyl Glucose Dioleate, Dipropylene Glycol, Camellia Sinensis Leaf Extract, Chrysanthemum Parthenium (Feverfew) Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Bisabolol, Rosmarinus Officinalis (Rosemary) Leaf Extract, Allantoin, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Panthenol, Llite, Caprylyl Glycol, Potassium Hydroxide, Disodium Edta, Mica, Tetrasodium Edta, Phenoxyethanol, Ci 77491 (Iron Oxide).",en:united-states,,https://world.openbeautyfacts.org/product/0815517026746,https://images.openbeautyfacts.org/images/products/081/551/702/6746/front_en.3.400.jpg,open_beauty_facts
0079656049718,Banana Boat,Sport Performance Advanced UVA/UVB Sunscreen,"Avobenzone, Homosapate, Octisalate, Octocylene, Oxybenzone, Water, Stearyl Alcohol, Glycerin, Caprylyl Glycol, Hydrogenated Dimer Dilinoleyl/Dimethylcarbonate Copolymer, Cetyl Alcohol, Triethanolamine, Behenyl Alcohol, Glyceryl Stearate, Glyceryl Stearate Citrate, Disodium Ethylene Dicocamide PEG-15 Disulfate, Sodium Lauroyl Sarcosinate, Carbomer, Xanthan Gum, Aloe Barbadensis Leaf Juice, Retinyl Palmitate (Vitamin A), Tocopherol, Tocopheryl Acetate (Vitamin E), Cetearyl Alcohol, Sodium Lauroyl Lactylate, Lecithin, BHT, Methyldibromo Methyldibromo Glutaronitrile, Methylchloroisothiazolinone, Methylisothiazolinone, Phenoxyethanol, Dipropylene Glycol, Disodium EDTA",en:united-states,236ml,https://world.openbeautyfacts.org/product/0079656049718,https://images.openbeautyfacts.org/images/products/007/965/604/9718/front_en.4.400.jpg,open_beauty_facts
0079656044966,Banana Boat,UltraSport Faces Sunscreen Lotion UVA/UVB Broad Spectrum SPF 30,"Avobenzone 2.7%, Homosalate 6.0%, Octisalate 4.5%, Octocrylene 4.5%,

Water, Glyceryl Stearate, PEG-100 Stearate, Cetyl Alcohol, Cetyl Dimethicone, Propylene Glycol, Phenoxyethanol, Caprylyl Glycol, VP/Eicosene Copolymer, Acrylates/C12-22 Alkyl Methacrylate Copolymer, Behenyl Alcohol, Sodium Polyacrylate, Chlorphenesin, Xanthan Gum, Disodium EDTA, Fragrance, Tocopheryl Acetate, Aloe Barbadensis Leaf Juice.",en:united-states,3 fl oz (88 ml),https://world.openbeautyfacts.org/product/0079656044966,https://images.openbeautyfacts.org/images/products/007/965/604/4966/front_en.4.400.jpg,open_beauty_facts
5099821002213,Hawaiian Tropic,Cool aloe gel after sun,"Aqua, Glycerin, Polysorbate 20, Carbomer, Phenoxyethanol, Caprylyl Glycol, Allantoin, Sodium Hydroxide, Panthenol, Parfum, Sorbic Acid, Chamomilla Recutita Flower Extract, Aloe Barbadensis Leaf Juice, Aleurites Moluccanus Seed Extract, Carica Papaya Fruit Extract, Colocasia Antiquorum Root Extract, Mangifera Indica Fruit Extract, Passiflora Incarnata Fruit Extract, Plumeria Acutifolia Flower Extract, Psidium Guajava Fruit Extract, Simmondsia Chinensis Seed Oil, Tocopheryl Acetate, Hexyl Cinnamal, Linalool, Benzyl Salicylate, CI 19140, CI 42090.",en:sweden,200 mL,https://world.openbeautyfacts.org/product/5099821002213,https://images.openbeautyfacts.org/images/products/509/982/100/2213/front_sv.4.400.jpg,open_beauty_facts
5099821048976,Hawaiian Tropic,Luminosity protective sun lotion SPF 15,"Aqua, Glycerin, Octocrylene, Ethylhexyl Salicylate, C12-15 Alkyl Benzoate, Alcohol Denat., Butyl Methoxydibenzoylmethane, Dibutyl Adipate, VP/Eicosene Copolymer, Cetearyl Alcohol, Phenoxyethanol, Parfum, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Glyceryl Stearate, Phenylbenzimidazole Sulfonic Acid, Tocopheryl Acetate, Sodium Stearoyl Glutamate, Xanthan Gum, Sodium Hydroxide, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Butyrospermum Parkii Butter, Sodium Ascorbyl Phosphate, Disodium EDTA, Hexyl Cinnamal, Linalool, Methyl Salicylate, Carica Papaya Fruit Extract, Mangifera Indica Fruit Extract, Passiflora Incarnata Fruit Extract, Plumeria Acutifolia Flower Extract, Psidium Guajava Fruit Extract.",en:sweden,180 mL,https://world.openbeautyfacts.org/product/5099821048976,https://images.openbeautyfacts.org/images/products/509/982/104/8976/front_sv.4.400.jpg,open_beauty_facts
5099821049799,Hawaiian Tropic,Luminosity protective sun lotion SPF 50,"Aqua, Octocrylene, Glycerin, Ethylhexyl Salicylate, Alcohol Denat, Butyl Methoxydibenzoylmethane, C12-15 Alkyl Benzoate, Tapioca Starch, Polyurethane-34, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Dibutyl Adipate, VP/Eicosene Copolymer, Ethylhexyl Triazone, Cetearyl Alcohol, Phenoxyethanol, Glyceryl Stearate, Xanthan Gum, Sodium Stearoyl Glutamate, Tocopheryl Acetate, Parfum, Panthenol, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Butyrospermum Parkii Butter, Sodium Ascorbyl Phosphate, Disodium EDTA, Sodium Hydroxide, Hexyl Cinnamal, Linalool, Psidium Guajava Fruit Extract, Plumeria Acutifolia Flower Extract, Passiflora Incarnata Fruit Extract, Mangifera Indica Fruit Extract, Carica Papaya Fruit Extract.",en:sweden,180 ml,https://world.openbeautyfacts.org/product/5099821049799,https://images.openbeautyfacts.org/images/products/509/982/104/9799/front_sv.4.400.jpg,open_beauty_facts
